#BranStark
#Time, luminosity, temperature, and frequency, measured in TDE restframe and corrected for Galactic extinction
#The flux (in Jy) is not corrected for Galactic extiction
#nu_kc=6.289e+14 Hz, t_peak=58603.87 MJD
#day_since_peak	band  	flux_Jy     	nu_rest     	lum         	err_lum     	lum_kc      	lum_bb      	T_bb        
3.443062e+00	r.ZTF 	1.994463e-04	4.961606e+14	7.317224e+42	6.739412e+41	1.357999e+43	2.733591e+44	3.825601e+04
2.334209e+01	r.ZTF 	1.911375e-04	4.961606e+14	7.012395e+42	6.458654e+41	1.280588e+43	1.792980e+44	3.311600e+04
2.906849e+01	r.ZTF 	1.604671e-04	4.961606e+14	5.887167e+42	5.422281e+41	1.069249e+43	1.344469e+44	3.170140e+04
3.192228e+01	r.ZTF 	1.694439e-04	4.961606e+14	6.216506e+42	5.725614e+41	1.127715e+43	1.386192e+44	3.140894e+04
3.481478e+01	r.ZTF 	1.534850e-04	4.961606e+14	5.631011e+42	5.186352e+41	1.020871e+43	1.240399e+44	3.126023e+04
3.861815e+01	r.ZTF 	1.462130e-04	4.961606e+14	5.364217e+42	4.940627e+41	9.718944e+42	1.167191e+44	3.111105e+04
4.428862e+01	r.ZTF 	1.395295e-04	4.961606e+14	5.119014e+42	4.865660e+41	9.265663e+42	1.092940e+44	3.088236e+04
4.713955e+01	r.ZTF 	1.330902e-04	4.961606e+14	4.882771e+42	4.497198e+41	8.831726e+42	1.028203e+44	3.071648e+04
5.094540e+01	r.ZTF 	1.138534e-04	4.961606e+14	4.177018e+42	3.847176e+41	7.549934e+42	8.679360e+43	3.055699e+04
5.187624e+01	r.ZTF 	1.160876e-04	4.961606e+14	4.258987e+42	3.922672e+41	7.696447e+42	8.813677e+43	3.050837e+04
5.467228e+01	r.ZTF 	1.130592e-04	4.961606e+14	4.147882e+42	3.820340e+41	7.491371e+42	8.490869e+43	3.037890e+04
5.574886e+01	r.ZTF 	1.097150e-04	4.961606e+14	4.025190e+42	3.707337e+41	7.268347e+42	8.209041e+43	3.033463e+04
5.665696e+01	r.ZTF 	1.203555e-04	4.961606e+14	4.415566e+42	4.140090e+41	7.971607e+42	8.970142e+43	3.028840e+04
5.855679e+01	r.ZTF 	1.055421e-04	4.961606e+14	3.872098e+42	3.566334e+41	6.987784e+42	7.809613e+43	3.020310e+04
6.134922e+01	r.ZTF 	1.053479e-04	4.961606e+14	3.864972e+42	3.559771e+41	6.973093e+42	7.756975e+43	3.014496e+04
7.273621e+01	r.ZTF 	9.741502e-05	4.961606e+14	3.573933e+42	3.601135e+41	6.456935e+42	7.362465e+43	3.045423e+04
7.665354e+01	r.ZTF 	9.510994e-05	4.961606e+14	3.489365e+42	4.042990e+41	6.307409e+42	7.259368e+43	3.057159e+04
8.324619e+01	r.ZTF 	9.039532e-05	4.961606e+14	3.316396e+42	3.054513e+41	5.998642e+42	6.985861e+43	3.072037e+04
8.425837e+01	r.ZTF 	8.547240e-05	4.961606e+14	3.135786e+42	2.888165e+41	5.672524e+42	6.618132e+43	3.074344e+04
8.607991e+01	r.ZTF 	7.770803e-05	4.961606e+14	2.850929e+42	2.625802e+41	5.157901e+42	6.032059e+43	3.077356e+04
8.897336e+01	r.ZTF 	7.423110e-05	4.961606e+14	2.723368e+42	2.508315e+41	4.928731e+42	5.798674e+43	3.084945e+04
9.469054e+01	r.ZTF 	6.585457e-05	4.961606e+14	2.416052e+42	2.225266e+41	4.372950e+42	5.153375e+43	3.087059e+04
1.088883e+02	r.ZTF 	5.496749e-05	4.961606e+14	2.016631e+42	2.611484e+41	3.647089e+42	4.235469e+43	3.068511e+04
1.430193e+02	r.ZTF 	4.649282e-05	4.961606e+14	1.705715e+42	2.237134e+41	3.061876e+42	3.121441e+43	2.907072e+04
1.459432e+02	r.ZTF 	4.655710e-05	4.961606e+14	1.708073e+42	2.778259e+41	3.063697e+42	3.082493e+43	2.891124e+04
1.467673e+02	r.ZTF 	5.008480e-05	4.961606e+14	1.837496e+42	1.692396e+41	3.295259e+42	3.305808e+43	2.887591e+04
1.365668e+01	i.IOO 	1.929452e-04	4.233793e+14	5.726032e+42	5.273870e+41	1.607352e+43	2.683634e+44	3.553555e+04
1.840079e+01	i.IOO 	1.904732e-04	4.233793e+14	5.652671e+42	5.206303e+41	1.576539e+43	2.399475e+44	3.424675e+04
2.695858e+01	i.IOO 	1.719626e-04	4.233793e+14	5.103331e+42	4.700342e+41	1.407336e+43	1.841798e+44	3.222227e+04
4.690538e+01	i.IOO 	1.309284e-04	4.233793e+14	3.885561e+42	3.578734e+41	1.061482e+43	1.236724e+44	3.072599e+04
