#BranStark
#Time, luminosity, temperature, and frequency, measured in TDE restframe and corrected for Galactic extinction
#The flux (in Jy) is not corrected for Galactic extiction
#nu_kc=6.289e+14 Hz, t_peak=58603.87 MJD
#
| day_since_peak |   band |     flux_Jy |     nu_rest |         lum |     err_lum |      lum_kc |      lum_bb |        T_bb |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -27.95 |  r.ZTF | 0.00000e+00 | 4.96161e+14 | 0.00000e+00 | 3.47189e+42 | 0.00000e+00 | 0.00000e+00 | 4.26027e+04 |
|         -20.36 |  r.ZTF | 8.56458e-05 | 4.96161e+14 | 3.14215e+42 | 4.19451e+41 | 5.86852e+42 | 1.39281e+44 | 4.07883e+04 |
|          -9.91 |  r.ZTF | 1.45998e-04 | 4.96161e+14 | 5.35632e+42 | 4.93335e+41 | 9.93302e+42 | 1.96128e+44 | 3.79680e+04 |
|          -2.26 |  r.ZTF | 1.88099e-04 | 4.96161e+14 | 6.90091e+42 | 6.35597e+41 | 1.27418e+43 | 2.26664e+44 | 3.64402e+04 |
|           3.44 |  r.ZTF | 1.99446e-04 | 4.96161e+14 | 7.31722e+42 | 6.73941e+41 | 1.34525e+43 | 2.17112e+44 | 3.50589e+04 |
|          23.34 |  r.ZTF | 1.91138e-04 | 4.96161e+14 | 7.01239e+42 | 6.45865e+41 | 1.26917e+43 | 1.49483e+44 | 3.08634e+04 |
|          29.07 |  r.ZTF | 1.60467e-04 | 4.96161e+14 | 5.88717e+42 | 5.42228e+41 | 1.06001e+43 | 1.13820e+44 | 2.97063e+04 |
|          31.92 |  r.ZTF | 1.69444e-04 | 4.96161e+14 | 6.21651e+42 | 5.72561e+41 | 1.11806e+43 | 1.17770e+44 | 2.94699e+04 |
|          34.81 |  r.ZTF | 1.53485e-04 | 4.96161e+14 | 5.63101e+42 | 5.18635e+41 | 1.01230e+43 | 1.05818e+44 | 2.93762e+04 |
|          38.62 |  r.ZTF | 1.46213e-04 | 4.96161e+14 | 5.36422e+42 | 4.94063e+41 | 9.63874e+42 | 9.99271e+43 | 2.92753e+04 |
|          44.29 |  r.ZTF | 1.39529e-04 | 4.96161e+14 | 5.11901e+42 | 4.86566e+41 | 9.19063e+42 | 9.39762e+43 | 2.91072e+04 |
|          47.14 |  r.ZTF | 1.33090e-04 | 4.96161e+14 | 4.88277e+42 | 4.49720e+41 | 8.76235e+42 | 8.88922e+43 | 2.90113e+04 |
|          50.95 |  r.ZTF | 1.13853e-04 | 4.96161e+14 | 4.17702e+42 | 3.84718e+41 | 7.49431e+42 | 7.57672e+43 | 2.89696e+04 |
|          51.88 |  r.ZTF | 1.16088e-04 | 4.96161e+14 | 4.25899e+42 | 3.92267e+41 | 7.64020e+42 | 7.70438e+43 | 2.89385e+04 |
|          54.67 |  r.ZTF | 1.13059e-04 | 4.96161e+14 | 4.14788e+42 | 3.82034e+41 | 7.43718e+42 | 7.43792e+43 | 2.88385e+04 |
|          55.75 |  r.ZTF | 1.09715e-04 | 4.96161e+14 | 4.02519e+42 | 3.70734e+41 | 7.21638e+42 | 7.20357e+43 | 2.88158e+04 |
|          56.66 |  r.ZTF | 1.20355e-04 | 4.96161e+14 | 4.41557e+42 | 4.14009e+41 | 7.91554e+42 | 7.88987e+43 | 2.87981e+04 |
|          58.56 |  r.ZTF | 1.05542e-04 | 4.96161e+14 | 3.87210e+42 | 3.56633e+41 | 6.93901e+42 | 6.87890e+43 | 2.87323e+04 |
|          61.35 |  r.ZTF | 1.05348e-04 | 4.96161e+14 | 3.86497e+42 | 3.55977e+41 | 6.92759e+42 | 6.88977e+43 | 2.87712e+04 |
|          72.74 |  r.ZTF | 9.74150e-05 | 4.96161e+14 | 3.57393e+42 | 3.60113e+41 | 6.43357e+42 | 6.88140e+43 | 2.96584e+04 |
|          76.65 |  r.ZTF | 9.51099e-05 | 4.96161e+14 | 3.48936e+42 | 4.04299e+41 | 6.29009e+42 | 6.89322e+43 | 2.99587e+04 |
|          83.25 |  r.ZTF | 9.03953e-05 | 4.96161e+14 | 3.31640e+42 | 3.05451e+41 | 5.99221e+42 | 6.84414e+43 | 3.04755e+04 |
|          84.26 |  r.ZTF | 8.54724e-05 | 4.96161e+14 | 3.13579e+42 | 2.88817e+41 | 5.66789e+42 | 6.51534e+43 | 3.05562e+04 |
|          86.08 |  r.ZTF | 7.77080e-05 | 4.96161e+14 | 2.85093e+42 | 2.62580e+41 | 5.15593e+42 | 5.98780e+43 | 3.06853e+04 |
|          88.97 |  r.ZTF | 7.42311e-05 | 4.96161e+14 | 2.72337e+42 | 2.50831e+41 | 4.92992e+42 | 5.82593e+43 | 3.09059e+04 |
|          94.69 |  r.ZTF | 6.58546e-05 | 4.96161e+14 | 2.41605e+42 | 2.22527e+41 | 4.37440e+42 | 5.18658e+43 | 3.09480e+04 |
|         108.89 |  r.ZTF | 5.49675e-05 | 4.96161e+14 | 2.01663e+42 | 2.61148e+41 | 3.64647e+42 | 4.22178e+43 | 3.06464e+04 |
|         143.02 |  r.ZTF | 4.64928e-05 | 4.96161e+14 | 1.70571e+42 | 2.23713e+41 | 3.09933e+42 | 3.92957e+43 | 3.18090e+04 |
|         145.94 |  r.ZTF | 4.65571e-05 | 4.96161e+14 | 1.70807e+42 | 2.77826e+41 | 3.10549e+42 | 3.98345e+43 | 3.19602e+04 |
|         146.77 |  r.ZTF | 5.00848e-05 | 4.96161e+14 | 1.83750e+42 | 1.69240e+41 | 3.34088e+42 | 4.28747e+43 | 3.19665e+04 |
|         425.70 |  r.ZTF | 3.19232e-05 | 4.96161e+14 | 1.17119e+42 | 2.28793e+41 | 2.17725e+42 | 4.57211e+43 | 3.88939e+04 |
|          13.66 |  i.IOO | 1.92945e-04 | 4.23379e+14 | 5.72603e+42 | 5.27387e+41 | 1.58549e+43 | 2.18753e+44 | 3.29201e+04 |
|          18.40 |  i.IOO | 1.90473e-04 | 4.23379e+14 | 5.65267e+42 | 5.20630e+41 | 1.55544e+43 | 1.98021e+44 | 3.18622e+04 |
|          26.96 |  i.IOO | 1.71963e-04 | 4.23379e+14 | 5.10333e+42 | 4.70034e+41 | 1.38881e+43 | 1.54650e+44 | 3.01575e+04 |
|          46.91 |  i.IOO | 1.30928e-04 | 4.23379e+14 | 3.88556e+42 | 3.57873e+41 | 1.04875e+43 | 1.06432e+44 | 2.90157e+04 |
|          54.49 |  i.IOO | 1.15195e-04 | 4.23379e+14 | 3.41864e+42 | 3.14869e+41 | 9.21521e+42 | 9.21965e+43 | 2.88431e+04 |
|         128.51 |  i.IOO | 5.11722e-05 | 4.23379e+14 | 1.51864e+42 | 1.39872e+41 | 4.15195e+42 | 4.88281e+43 | 3.08443e+04 |
|         132.39 |  i.IOO | 8.99982e-05 | 4.23379e+14 | 2.67088e+42 | 4.99373e+41 | 7.31614e+42 | 8.80512e+43 | 3.11384e+04 |
|          13.66 |  z.IOO | 2.09660e-04 | 3.54966e+14 | 4.98094e+42 | 4.58762e+41 | 2.21591e+43 | 3.05728e+44 | 3.29199e+04 |
|          18.40 |  z.IOO | 1.95306e-04 | 3.54966e+14 | 4.63993e+42 | 4.27353e+41 | 2.04732e+43 | 2.60638e+44 | 3.18620e+04 |
|          26.96 |  z.IOO | 1.88242e-04 | 3.54966e+14 | 4.47210e+42 | 4.11896e+41 | 1.94473e+43 | 2.16550e+44 | 3.01573e+04 |
|          46.91 |  z.IOO | 1.45853e-04 | 3.54966e+14 | 3.46507e+42 | 3.19144e+41 | 1.49062e+43 | 1.51274e+44 | 2.90157e+04 |
|          50.72 |  z.IOO | 1.35368e-04 | 3.54966e+14 | 3.21597e+42 | 2.96201e+41 | 1.38284e+43 | 1.39811e+44 | 2.89702e+04 |
