#MJD log_lum flux
58653.777  42.36  3.71E-13
58675.555  42.46  4.61E-13
58680.328  42.33  3.41E-13
58693.602  42.69  7.79E-13
58695.395  42.78  9.61E-13
58699.320  42.69  7.88E-13
58703.512  42.60  6.45E-13
58707.426  42.62  6.63E-13
58712.801  42.72  8.44E-13
58729.281  43.27  2.99E-12
58731.934  42.78  9.76E-13
58733.477  42.70  8.13E-13
58761.066  42.61  6.55E-13
58766.520  42.27  2.97E-13
