#BranStark
#Time, luminosity, temperature, and frequency, measured in TDE restframe and corrected for Galactic extinction
#The flux (in Jy) is not corrected for Galactic extiction
#nu_kc=6.289e+14 Hz, t_peak=58603.87 MJD
#day_since_peak	band 	flux_Jy     	nu_rest     	lum         	err_lum     	lum_kc      	lum_bb      	T_bb        
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794911e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766200e+04
-2.794907e+01	r.ZTF	0.000000e+00	4.961606e+14	0.000000e+00	3.596429e+42	0.000000e+00	0.000000e+00	4.766198e+04
-2.035873e+01	r.ZTF	8.871802e-05	4.961606e+14	3.254859e+42	4.344974e+41	6.136397e+42	1.914832e+44	4.530129e+04
-9.912481e+00	r.ZTF	1.512348e-04	4.961606e+14	5.548457e+42	5.110318e+41	1.039215e+43	2.668108e+44	4.204430e+04
-2.260464e+00	r.ZTF	1.948461e-04	4.961606e+14	7.148456e+42	6.583971e+41	1.331823e+43	2.959853e+44	3.976208e+04
3.443062e+00	r.ZTF	2.066007e-04	4.961606e+14	7.579704e+42	6.981165e+41	1.406712e+43	2.831649e+44	3.825601e+04
2.334209e+01	r.ZTF	1.979939e-04	4.961606e+14	7.263940e+42	6.690336e+41	1.326525e+43	1.857297e+44	3.311600e+04
2.906849e+01	r.ZTF	1.662233e-04	4.961606e+14	6.098349e+42	5.616787e+41	1.107605e+43	1.392697e+44	3.170140e+04
3.192228e+01	r.ZTF	1.755221e-04	4.961606e+14	6.439501e+42	5.931000e+41	1.168168e+43	1.435917e+44	3.140894e+04
3.481478e+01	r.ZTF	1.589907e-04	4.961606e+14	5.833004e+42	5.372395e+41	1.057492e+43	1.284894e+44	3.126023e+04
3.861815e+01	r.ZTF	1.514579e-04	4.961606e+14	5.556640e+42	5.117854e+41	1.006758e+43	1.209060e+44	3.111105e+04
4.428862e+01	r.ZTF	1.445346e-04	4.961606e+14	5.302641e+42	5.040198e+41	9.598036e+42	1.132146e+44	3.088236e+04
4.713955e+01	r.ZTF	1.378643e-04	4.961606e+14	5.057923e+42	4.658520e+41	9.148534e+42	1.065086e+44	3.071648e+04
5.094540e+01	r.ZTF	1.179375e-04	4.961606e+14	4.326854e+42	3.985180e+41	7.820762e+42	8.990702e+43	3.055699e+04
5.187624e+01	r.ZTF	1.202519e-04	4.961606e+14	4.411764e+42	4.063385e+41	7.972530e+42	9.129837e+43	3.050837e+04
5.467228e+01	r.ZTF	1.171148e-04	4.961606e+14	4.296672e+42	3.957382e+41	7.760098e+42	8.795449e+43	3.037890e+04
5.574886e+01	r.ZTF	1.136506e-04	4.961606e+14	4.169579e+42	3.840325e+41	7.529073e+42	8.503512e+43	3.033463e+04
5.665696e+01	r.ZTF	1.246728e-04	4.961606e+14	4.573959e+42	4.288602e+41	8.257561e+42	9.291914e+43	3.028840e+04
5.855679e+01	r.ZTF	1.093281e-04	4.961606e+14	4.010996e+42	3.694264e+41	7.238446e+42	8.089755e+43	3.020310e+04
6.134922e+01	r.ZTF	1.091269e-04	4.961606e+14	4.003614e+42	3.687465e+41	7.223228e+42	8.035230e+43	3.014496e+04
7.273621e+01	r.ZTF	1.009094e-04	4.961606e+14	3.702135e+42	3.730313e+41	6.688556e+42	7.626568e+43	3.045423e+04
7.665354e+01	r.ZTF	9.852168e-05	4.961606e+14	3.614533e+42	4.188018e+41	6.533665e+42	7.519772e+43	3.057159e+04
8.324619e+01	r.ZTF	9.363793e-05	4.961606e+14	3.435360e+42	3.164083e+41	6.213822e+42	7.236454e+43	3.072037e+04
8.425837e+01	r.ZTF	8.853843e-05	4.961606e+14	3.248271e+42	2.991768e+41	5.876006e+42	6.855535e+43	3.074344e+04
8.607991e+01	r.ZTF	8.049554e-05	4.961606e+14	2.953196e+42	2.719994e+41	5.342923e+42	6.248438e+43	3.077356e+04
8.897336e+01	r.ZTF	7.689389e-05	4.961606e+14	2.821059e+42	2.598292e+41	5.105532e+42	6.006681e+43	3.084945e+04
9.469054e+01	r.ZTF	6.821687e-05	4.961606e+14	2.502720e+42	2.305090e+41	4.529815e+42	5.338235e+43	3.087059e+04
1.088883e+02	r.ZTF	5.693926e-05	4.961606e+14	2.088970e+42	2.705162e+41	3.777916e+42	4.387402e+43	3.068511e+04
1.430193e+02	r.ZTF	4.816059e-05	4.961606e+14	1.766901e+42	2.317384e+41	3.171710e+42	3.233412e+43	2.907072e+04
1.459432e+02	r.ZTF	4.822717e-05	4.961606e+14	1.769344e+42	2.877919e+41	3.173597e+42	3.193066e+43	2.891124e+04
1.467673e+02	r.ZTF	5.188142e-05	4.961606e+14	1.903410e+42	1.753105e+41	3.413465e+42	3.424393e+43	2.887591e+04
